descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento mobiliado com 120m², três dormitórios um com suíte com banheira, ampla cozinha, sala de estar, home office com banheiro lavabo, área de serviço isolada com banheiro e e...",3500,345,3845,260,129,Rua Marquês do Pombal, Moinhos de Vento ,Porto Alegre,Centro,3,4,2
"Up Gestão Imobiliária Aluga: Excelente Apartamento no bairro Petrópolis, 2 Quartos mobiliado. Aparamento com amplo espaço interno e ótima localização, Bairro com completa infraestr...",1400,300,1700,80,55,Não Informado, Petrópolis ,Porto Alegre,Centro,2,1,0
"APARTAMENTO com 02 Dormitórios, Sala De Estar/jantar, Cozinha, 02 Banheiros Sociais, Área De Serviço, Aquecedor A Gás E Pisos Em Cerâmica, Tabuão E Porcelana. Imóvel Com Posição So...",2000,556,2556,80,63,Rua Carlos Von Koseritz, São João ,Porto Alegre,Zona Norte,2,2,1
"Leindecker Imóveis aluga apartamento mobiliado com 56m², localizado no bairro Alto Petrópolis, fundos. Imóvel com 2 dormitórios, cômodos com ventilador de teto, living 2 ambientes,...",1964,190,2154,0,56,Não Informado, Jardim Ypu ,Porto Alegre,Zona Norte,2,1,0
"Auxiliadora Predial aluga apartamento de dois dormitórios, andar alto com vista para o Guaíba, living dois ambientes, cozinha, área de serviço, banheiro com ventilação natural. Jan...",1200,560,1760,50,63,Rua Jataí, Cristal ,Porto Alegre,Zona Sul,2,1,1
Lindo apartamento localizado na Prof. Emílio Kemp próximo ao triangulo e da praça da polícia. Imóvel com 3 dormitórios e vaga para dois carros. Entre em contato e agende já uma vis...,1900,190,2090,40,73,Não Informado, Jardim Itú Sabará ,Porto Alegre,Zona Norte,3,2,2
"Alugo apartamento 03 dormitórios no bairro Higienópolis sendo 01 suíte, banheiro social, living 03 ambientes com sacada, cozinha montada com área de serviço, dependência de emprega...",2400,850,3250,135,106,Não Informado, Higienópolis ,Porto Alegre,Centro,3,2,1
"![CDATA[Apto 02 dormitórios,2º piso, lateral. Posição Solar Norte e Sul. Ambiente amplo, arejado e iluminado. Condomínio com Portaria 24h. Localizado próximo ao Triânguloda Av.Assi...",700,260,960,25,44,Rua Gomes de Freitas, Jardim Itú Sabará ,Porto Alegre,Zona Norte,2,1,0
"Apartamento 3 dormitórios, sendo 1 suíte, no bairro Moinhos de Vento.  Imóvel com 89m² de área privativa, de frente e com piso em parquet.   O amplo living possui 2 ambientes para...",1980,480,2460,101,89,Rua Marquês do Pombal, Moinhos de Vento ,Porto Alegre,Centro,3,3,0
"Ótimo apartamento, com 02 dormitórios, dependência com banheiro, área de serviço, imóvel bem iluminado e arejado, com ótima localização. Agende agora a sua visita. Acesse www.ferre...",999,280,1279,117,72,Rua Marechal Mesquita, Teresópolis ,Porto Alegre,Zona Sul,2,2,2
"Apartamento no bairro Passo D'Areia, com 2 suítes, uma com sacada, junto ao Iguatemi, novo, living amplo com churrasqueira, lavabo, cozinha com armários, lavanderia separada, 1 vag...",2450,450,2900,0,82,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,2,3,1
"INBOX CIA IMOBILIÁRIA ALUGA apartamento em frente ao Parque Farroupilha (Redenção), andar alto, vidros duplos nas janelas, persianas, churrasqueira, cozinha americana, dois (2) qua...",2400,350,2750,1500,58,Não Informado, Centro Histórico ,Porto Alegre,Centro,2,1,1
"ALUGUE SEM FIADOR - Apartamento semi mobiliado de 83m³ com ótima iluminação natural, sendo ela norte, amplo espaço, dois dormitórios com armários, living integrado, cozinha planeja...",1450,200,1650,82,83,Não Informado, Petrópolis ,Porto Alegre,Centro,2,1,0
"Apartamento, 4º ANDAR, AGUA QUENTE, AR CONDICIONADO(3), AREA DE SERV, BANHEIRO C/ BOX VIDRO, CHURRASQUEIRA(1), COZINHA C/ ARMÁRIO, DORMITORIO(2), GAS CENTRAL, JUNKERS, MOBILIADO, O...",2700,420,3120,55,75,Rua Barão do Amazonas, Petrópolis ,Porto Alegre,Centro,2,1,1
"Apartamento com 62m2, 2 dormitórios, 1 com ar condicionado, living, cozinha, área de serviço, piso parquet, lateral. Perto de hipermercado, praças, faculdade e do Shopping Lindóia....",700,212,912,0,62,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,0
"Luxton Excelência Imobiliária aluga apartamento mobiliado de 89m², 2 dormitórios sendo 1 suíte, banheiro social, living para 2 ambientes com churrasqueira, cozinha planejada, área...",3900,1200,5100,267,89,Avenida Lageado, Petrópolis ,Porto Alegre,Centro,2,2,1
"Imóvel com locação suspensa.Apartamento mobiliado com 2 dormitórios, sendo uma suíte e mais um banheiro social, cozinha com balcão e armário aéreo, churrasqueira, espera de água qu...",2780,313,3093,100,65,Rua Fernando Cortez, Cristo Redentor ,Porto Alegre,Zona Norte,2,2,3
"Sabe aquele apt perfeito para quem gosta de receber amigos, familiares,...Aquele apt grande ,com bom espaco ... Voce acaba de encontrar,otimo apt iluminado ,mobiliado e decorado em...",4500,400,4900,0,103,Avenida Benno Mentz, Vila Ipiranga ,Porto Alegre,Zona Norte,3,3,2
"ALUGUE SEM FIADOR - Apartamento com 83m² de área privativa, três dormitórios, sendo um deles suíte, banheiro social, living amplo, sacada, cozinha com armário e balcão suspenso, ch...",3000,644,3644,176,83,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,3,2,2
"Apartamento bairro Teresópolis, com 2 quartos (1 suite), 2 banheiros, 55,45 m², com 1 vaga de garagem, 12º andar, sala com cozinha integrada com churrasqueira, área de serviço inte...",2893,0,2893,0,55,Avenida Teresópolis, Teresópolis ,Porto Alegre,Zona Sul,2,2,1
"Apartamento amplo no bairro independência, sol manhã e tarde, vista panorâmica, 3 dormitórios , 2 banheiros, cozinha, copa, área de serviço, 1 banheiro, dependência de empregada, s...",2400,1800,4200,301,150,Rua André Puente, Independência ,Porto Alegre,Centro,3,2,1
"Apartamento novo com 74m², 2 dormitórios (sendo 1 suíte) no bairro Menino Deus. Possui living integrado à cozinha com churrasqueira, banheiro social, uma suíte e mais um dormitório...",3500,580,4080,100,74,Não Informado, Menino Deus ,Porto Alegre,Centro,2,2,1
"Excelente apartamento na Avenida Cristóvão Colombo com 107 m2 de área privativa, 03 dormitórios, sendo um opcional para trabalho home office, living 02 ambientes, dois banheiros so...",2400,786,3186,217,107,Avenida Cristóvão Colombo, Floresta ,Porto Alegre,Centro,3,2,1
"Excelente apartamento de frente, novo, living amplo para 2 ambientes, cozinha com balcão e área de serviço conjugada com junker, dois dormitórios, sendo um suíte, banheiro social e...",2000,200,2200,0,80,Avenida Belém, Teresópolis ,Porto Alegre,Zona Sul,2,1,2
"Apartamento com excelente localização, próximo da Av. Lajeado/Colégio Tubino Sampaio. São 61m² de área privativa onde estão distribuídos: 02 Dormitórios com cama e armários, living...",2150,507,2657,127,61,Rua Carazinho, Petrópolis ,Porto Alegre,Centro,2,1,1
"Apartamento de 2 dormitórios, 2 banheiros sendo 1 suíte, armários na cozinha, churrasqueira,chuveiro a gás, área de serviço, 1 vaga de garagem. Agende sua visita!",2100,550,2650,210,75,Avenida Ijuí, Petrópolis ,Porto Alegre,Centro,2,2,1
"Apartamento com 2 dormitórios, sala, cozinha, área de serviço e uma vaga coberta. Ótima localização entre Av. Sertório e Av.Assis Brasil.  Alugamos através de Caução, Seguro Fiança...",1000,150,1150,40,54,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
-,1600,450,2050,0,75,Não Informado, Alto Petrópolis ,Porto Alegre,Zona Norte,2,2,2
"Apartamento para Aluguel - Higienópolis, 2 Quartos, 70 m2. Sobre o imóvel: Apartamento de 2 dormitorios mobiliado, sendo 1 suite, living com churrasqueira, armário cristaleira, sof...",2240,450,2690,110,70,Rua Luzitana, Higienópolis ,Porto Alegre,Centro,2,2,1
"Perfilimoveisrs.com.br- Visite hoje este apt., agende uma visita acompanhada por um de nossos profissionais diretamente no endereço do imóvel em horário de sua disponibilidade. Apt...",1500,230,1730,95,69,Não Informado, Independência ,Porto Alegre,Centro,2,2,0
"Leindecker Imóveis aluga apartamento com 115m², localizado no bairro Rio Branco, frente. Imóvel com três dormitórios, sendo um suíte, living dois ambientes sendo um com churrasquei...",2300,829,3129,0,115,Rua Vicente da Fontoura, Rio Branco ,Porto Alegre,Centro,3,2,1
"Apartamento para alugar no bairro Moinhos de Vento em Porto Alegre. Living, 02 quartos/dormitórios, banheiro social e auxiliar, cozinha, área de serviço com tanque, dependência de...",1400,820,2220,85,66,Rua Doutor Florêncio Ygartua, Moinhos de Vento ,Porto Alegre,Centro,2,1,0
"ALUGUE SEM FIADOR - Apartamento aconchegante com 52m² de área privativa, amplo espaço, ótima iluminação, dois dormitórios, sendo um deles suíte, living integrado com dois ambientes...",1690,270,1960,0,52,Não Informado, Sarandi ,Porto Alegre,Zona Norte,2,2,1
"Dois dormitórios sendo um com closet, living dois ambientes, cozinha com pia e armário, área de serviço com tanque e armário aéreo, banheiro com box, piso cerâmicoaminado, vaga fec...",950,120,1070,42,60,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento 2 dormitórios, 1 vaga no Centro de Porto Alegre-RS.  Apartamento em andar alto com linda vista para o Guaíba, semimobiliado, 2 dormitórios, sendo um suíte, living dois...",2680,550,3230,138,86,Avenida Independência, Centro ,Porto Alegre,Centro,2,2,1
"Excelente apartamento de 2 dormitórios e 1 vaga no bairro Passo da Areia.   Imóvel semi mobiliado, com 65m² de área privativa, super bem distribuído, arejado e com excelente ilumin...",3500,550,4050,125,65,Avenida Andaraí, Passo dAreia ,Porto Alegre,Zona Norte,2,2,1
"Leindecker Imóveis aluga apartamento com 57m², localizado no bairro Cidade Baixa, frente. Imóvel com 2 dormitórios, living 2 ambientes, cozinha com churrasqueira, área de serviço,...",2400,350,2750,0,57,Não Informado, Cidade Baixa ,Porto Alegre,Centro,2,1,1
"Imobiliária Coliseu aluga Apartamento com excelente localização, próximo ao Hospital Santa Casa da Misericórdia e Parque Farroupilha (Redenção). São 111,58 m² de área privativa, di...",2000,298,2298,100,98,Não Informado, Centro Histórico ,Porto Alegre,Centro,3,2,0
"IMOBILIÁRIA PRIORI ALUGA apartamento com 2 dormitórios, térreo, dependência de empregada e 1 vaga de garagem no Bairro Rio Branco em Porto Alegre. Maravilhoso e aconchegante aparta...",2600,260,2860,65,73,Não Informado, Rio Branco ,Porto Alegre,Centro,2,2,1
"Apartamento mobiliado localizado no bairro Higienopolis, com 62,94m² no 5º andar. Imóvel com 02 dormitórios, sala de estar/jantar, cozinha, 02 banheiros sociais, área de serviço, a...",2000,0,2000,0,62,Rua Carlos Von Koseritz, Higienópolis ,Porto Alegre,Centro,2,2,0
"Conheça este lindo apartamento de três dormitórios para locação no Centro Histórico!  Situado junto à escadaria da Vinte e Quatro de Maio, está em localização pra lá de privilegiad...",1800,355,2155,65,90,Não Informado, Centro Histórico ,Porto Alegre,Centro,3,2,0
"PROPRIETÁRIO ACEITA PROPOSTAS! Apartamento de 2 dormitórios, semi mobiliado (fica toda mobilia das fotos), ensolarado e ventilado, 4º andar, banheiro social, ampla cozinha e área d...",1500,280,1780,40,54,Não Informado, Jardim Planalto ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Centro Histórico, 3 Quartos, 108 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1630 - Condomínio: R$ 400 - IPTU: R$ 0  Que tal agendar uma visita? Entre e...",1630,400,2030,0,108,Rua Vigário José Inácio, Centro Histórico ,Porto Alegre,Centro,3,2,0
"Alugue Fácil! Apartamento para alugar no bairro Centro Histórico em Porto Alegre. Imóvel com aproximadamente 85m² de área privativa, piso parquet, possui 2 dormitórios, living , co...",1500,538,2038,52,85,Rua Demétrio Ribeiro, Centro Histórico ,Porto Alegre,Centro,2,1,0
"Cod.imóvel: - Apartamento no Bairro TRISTEZA com 70,94 m2, 2 dormitórios, sala integrada com cozinha, todo reformado, quarto, banheiro, ensolarado e arejado, de fundos. Predio com...",1300,300,1600,35,59,Rua Doutor Barcelos, Tristeza ,Porto Alegre,Zona Sul,2,1,0
"Leindecker Imóveis aluga apartamento semimobiliado com 71 m² localizado no bairro Cristo Redentor, fundos. Imóvel possui 2 dormitórios, sendo 1 suíte com móveis fixos sob medida, l...",2000,538,2538,0,71,Não Informado, Jardim Floresta ,Porto Alegre,Zona Norte,2,1,2
"Imobiliária Sanvicente aluga lindo apartamento no bairro Auxiliadora. O imóvel de 120m², possui 3 dormitórios, sendo 1 suíte. Living amplo e iluminado naturamente, banheiro social,...",3950,350,4300,160,104,Avenida Plínio Brasil Milano, Auxiliadora ,Porto Alegre,Zona Norte,3,3,2
"Localizado em bairro tradicional com toda a infraestrutura comercial, de lazer e fácil acesso para qualquer ponto da cidade. De frente para o Hospital de Clinicas. Esquina com Prot...",2000,620,2620,116,100,Não Informado, Rio Branco ,Porto Alegre,Centro,2,2,0
"APARTAMENTO DE 2 DORMITÓRIOS - Imóvel térreo com 70 m2, living, cozinha, pátio com área de serviço, banheiro social, banheiro auxiliar e lavabo, dependência, piso parquet, posição...",950,169,1119,0,70,Avenida Protásio Alves, Petrópolis ,Porto Alegre,Centro,2,2,0
"Apartamento para Aluguel - Alto Petrópolis, 3 Quartos, 68 m2. Sobre o imóvel: Apto perto da Protásio Alves com a Antônio de carvalho, 10 andar, bem iluminado, não está mobiliado. P...",1600,490,2090,83,68,Rua Carlos Reverbel, Alto Petrópolis ,Porto Alegre,Zona Norte,3,2,1
"Apartamento capa de revista.02 dormitório,sendo 01 suíte,churrasqueira,cozinha completa e equipada,4° andar.01 vaga de garagem coberta. -",2999,270,3269,100,60,Não Informado, Floresta ,Porto Alegre,Centro,2,2,1
"Apartamento para alugar, de dois dormitórios, sendo uma suíte, totalmente mobiliado, 70m² de área privativa e uma vaga de garagem, living para dois ambientes, cozinha americana com...",2400,637,3037,210,69,Avenida Cristóvão Colombo, Higienópolis ,Porto Alegre,Centro,2,1,1
"Apartamento para Aluguel - Cavalhada, 2 Quartos, 46 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 830 - Condomínio: R$ 175 - IPTU: R$ 34  Que tal agendar uma visita? Entre em contat...",830,175,1005,34,46,Avenida Família Gonçalves Carneiro, Cavalhada ,Porto Alegre,Zona Sul,2,1,1
"Apartamento amplo com 02 dormitorios, 75m2, sala, cozinha, banheiro social, area de serviço, 2º andar, frente, iluminado, arejado, piso parquet, Quase esquina av Pres Roosevelt.",880,207,1087,34,75,Avenida São Pedro, São Geraldo ,Porto Alegre,Zona Norte,2,1,0
"apartamento de 3 dormitórios no bairro São João, Porto Alegre. Amplo apartamento com 3 dormitórios sendo 1 suíte com closet, amplo living com dois ambientes, sacada aberta, cozinha...",2700,556,3256,1410,122,Rua Marcelo Gama, São João ,Porto Alegre,Zona Norte,3,2,1
"Leindecker Imóveis aluga apartamento com 65m², localizado no bairro Partenon, lateral. Imóvel com 3 dormitórios, cozinha com móvel, vista panorâmica e piso laminado. Possui 1 vaga...",1900,379,2279,0,65,Não Informado, Partenon ,Porto Alegre,Zona Sul,3,2,1
"Apartamento para Aluguel - Cristal , 2 Quartos, 52 m2. Sobre o imóvel: Apartamento com dois dormitórios em excelente localização junto a orla revitalizada do rio Guaíba em porto al...",1100,190,1290,25,52,Avenida Taquary, Cristal ,Porto Alegre,Zona Sul,2,1,1
"Apartamento 2 dormitórios, frente, sala, cozinha com área de serviço conjugada, banheiro social, vaga de garagem rotativa, vaga de garagem para visitante. Condomínio com portaria 2...",650,310,960,31,40,Avenida Francisco Silveira Bitencourt, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Dois dormitórios, living, cozinha com pia, área de serviço, banheiro com box, vaga coberta para um carro, piso parquet, lateral, posição solar oeste, próximo à Av. Panamericana e A...",1000,230,1230,53,59,Rua Presidente Juarez, Jardim Lindoia ,Porto Alegre,Zona Norte,2,1,1
"Apartamento 2 dormitórios com 55m² de área privativa, fundos, composto por living, banheiro, cozinha e área de serviço com tanque. 1 garagem fechada para um carro. Localizado em ba...",1100,115,1215,50,54,Rua Ministro Oliveira Lima, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Zimmer Imóveis aluga/vende apartamento NOVO nunca habitado, 02 dormitórios sendo 01 Suíte com 55m², localizado no bairro Lindóia. Imóvel com cozinha planejada, churrasqueira, esper...",2000,420,2420,0,55,Rua Guadalupe, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"ALUGUE SEM FIADOR - EXECELENTE APARTAMENTO/ COBERTURA DUPLEX com 130 m², composto com três dormitórios (sendo uma suíte), um banheiro social, living para dois ambientes estar e jan...",2899,450,3349,285,130,Rua Liberdade, Rio Branco ,Porto Alegre,Centro,3,3,1
"3 DORMITORIO(S), SPLIT, SALA, COZINHA, BANHEIRO SOCIAL, 1 AREA DE SERVICO, 2 BOX, AGUA QUENTE, BRINQUEDOTECA, ELEVADOR, FITNESS, HALL, MOBILIADO, PISCINA, SALAO DE FESTAS, 1 SUITE(...",3500,815,4315,0,70,Não Informado, Tristeza ,Porto Alegre,Zona Sul,3,1,2
SOPER IMÓVEIS aluga APARTAMENTO - bairro CAMAQUÃ - PORTO ALEGRE Código 2588  Apartamento: 3° Andar - 2 Dormitórios - Banheiro Social - Cozinha - Sacada - Sala 2 Ambientes  Na redon...,950,150,1100,30,65,Não Informado, Camaquã ,Porto Alegre,Zona Sul,2,1,0
"Apartamento mobiliado de 2 dormitórios, sendo 1 suíte, no bairro Partenon.  Imóvel com 62m² de área útil.  Composto por living 2 ambientes com split, mesa, cadeiras, sofá, rack, cr...",2400,600,3000,849,62,Rua Professor Cristiano Fischer, Partenon ,Porto Alegre,Zona Sul,2,2,1
"APARTAMENTO com 02 dormitórios, sala com sacada, cozinha, banheiro e área de serviço. Imóvel dispõe de uma vaga de garagem .LIGUE E AGENDE SUA VISITA, MAIS OPÇÕES EM WWW.JRHOUSE.CO...",1100,465,1565,40,52,Rua Professor Joaber Pereira, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Apartamento mobiliado com 72,12m² de área privativa, distribuído em: 3 dormitórios sendo uma suíte com closet mobiliada, living dois ambientes com sacada (com split, mesa de jantar...",2800,714,3514,105,72,Rua Doutor Carlos Renato R. Fonseca, Jardim Itú Sabará ,Porto Alegre,Zona Norte,3,1,1
"Apartamento de 02 dormitórios, living, banheiro, cozinha, área de serviço e box de garagem para alugar no bairro Independência em Porto Alegre. Imóvel com aproximadamente 76m² de á...",2450,545,2995,209,76,Rua Santo Antônio, Floresta ,Porto Alegre,Centro,2,2,1
"Ótimo apartamento com 2 dormitórios, sala, cozinha e área de serviço integradas, banheiro social e 1 vaga de garagem individual. Gás central. Condomínio com salão de festas com chu...",800,252,1052,25,47,Não Informado, Restinga ,Porto Alegre,Zona Sul,2,1,1
"APARTAMENTO com 03 dormitórios,01 suíte ,sala ampla com lareira, terraço, cozinha,com churrasqueira,banheiro,área de serviços,02 vagas de garagem cobertas,salão de festas.  LIGUE E...",4000,570,4570,601,222,Rua Juruá, Jardim São Pedro ,Porto Alegre,Zona Norte,3,2,2
"Carfati Imóveis aluga apartamento no bairro Três Figueiras Localizado próximo ao rótula da Av. Carlos Gomes e das vias principais - Av. Protásio Alves, Carlos Gomes e Salvador Fran...",2200,520,2720,90,81,Não Informado, Petrópolis ,Porto Alegre,Centro,2,2,1
"INBOX IMOBILIÁRIA ALUGA ótimo apartamento com 60m² privativos. São 2 dormitórios, amplo living, banheiro social, cozinha americana completa com geladeira, louças e acessórios, armá...",2600,450,3050,660,60,Não Informado, Partenon ,Porto Alegre,Zona Sul,2,1,1
"Apartamento novo de 02 dormitórios sendo 01 suíte, living, cozinha, área de serviço, 02 banheiros e 01 vagas de garagem para alugar no bairro Teresópolis em Porto Alegre, com aprox...",2618,641,3259,170,55,Rua Luíza Rocco, Glória ,Porto Alegre,Zona Sul,2,2,1
"Apartamento semi mobiliado para alugar no bairro Morro Santana em Porto Alegre. Living, 02 dormitórios, banheiro social, cozinha, área de serviço. Situado no 4º andar, lateral, pis...",750,316,1066,26,53,Rua Amadeu F. de Oliveira Freitas, Morro Santana ,Porto Alegre,Zona Leste,2,1,0
"Apartamento com excelente localização com fácil acesso para as Avenidas Goethe, Cristóvão Colombo, Farrapos e Osvaldo Aranha. Próximo ao Shopping Total, Hospital Moinhos de Vento,...",3000,898,3898,173,140,Rua Garibaldi, Independência ,Porto Alegre,Centro,3,1,0
"Apartamento semi mobiliado para alugar no Centro Histórico de Porto Alegre. Living, 02 dormitórios/quarto sendo 01 com suíte c/ closet, banheiro social, cozinha, área de serviço c/...",2000,620,2620,100,75,Rua Duque de Caxias, Centro Histórico ,Porto Alegre,Centro,2,1,0
"Apartamento para alugar no bairro Cristal em Porto Alegre. Living, 02 dormitórios, banheiro social, cozinha, área de serviço. Situado no 2° andar, frente, posição solar manhã, posi...",1100,280,1380,35,51,Avenida Capivari, Cristal ,Porto Alegre,Zona Sul,2,1,0
"Apartamento de 2 dormitórios situado no bairro Petrópolis. Excelente Imóvel com 140m² de área útil, posição solar leste, living amplo, 2 dormitórios, lavabo, cozinha com pia e armá...",1150,0,1150,330,140,Avenida Protásio Alves, Petrópolis ,Porto Alegre,Centro,2,2,0
"Apartamento para Aluguel - Santo Antônio, 3 Quartos, 66 m2. Sobre o imóvel: 3 dormitórios, um é suíte. Mobiliado ou sem mobília. Perto de tudo. Edifício com a melhor infra. Vista p...",1925,420,2345,123,66,Avenida Bento Gonçalves, Santo Antônio ,Porto Alegre,Zona Sul,3,2,1
"Apartamento com armários fixos, excelente localização, próximo ao Grêmio náutico união e Zaffari. São 95m² distribuídos em 03 dormitórios, sendo 01 suíte, living 02 ambientes, cozi...",2500,600,3100,237,95,Rua Marquês do Pombal, Moinhos de Vento ,Porto Alegre,Centro,3,2,2
"Apartamento para Aluguel - Menino Deus, 2 Quartos, 70 m2. Sobre o imóvel: Apartamento super iluminado, com amplos dormitórios e sala de estar. Em frente à CAIXA. Próximo ao Zaffari...",1650,180,1830,67,70,Rua Marcílio Dias, Menino Deus ,Porto Alegre,Centro,2,1,0
Imobiliária Adacon aluga em Porto Alegre. Apartamento para alugar de 2 dormitórios no bairro Protásio Alves. Para você que busca opção em condomínio fechado com infra. Apartamento...,1200,350,1550,35,48,Não Informado, Protásio Alves ,Porto Alegre,Zona Leste,2,1,1
"PLANEJAR IMÓVEIS ALUGA: Apartamento de 2 dormitórios no bairro Jardim Botânico, living, cozinha com armários e área de serviço com vaga de garagem coberta. Excelente localização pr...",1400,350,1750,48,49,Rua Gonçalves Ledo, Jardim Botânico ,Porto Alegre,Zona Leste,2,1,1
"Apto. 2 dorm sendo um com sacada, situação frente, cozinha com armários, banheiro com box acrílico, área de serviço, banheiro auxiliar, despensa, sala estar, piso cerâmica, piso pa...",1100,0,1100,0,65,Avenida França, Navegantes ,Porto Alegre,Zona Norte,2,1,0
"Apartamento em condomínio novo, no Bairro Bom Jesus, com 2 quartos (1 suíte), 2 banheiros, 78,09 m², com 1 vaga de garagem dupla, 2° andar, fundos/lateral e posição solar norte/oes...",2300,465,2765,209,78,Rua São Marcos, Bom Jesus ,Porto Alegre,Zona Leste,2,1,2
"Apartamento 2 dormitórios, no PARQUE IMPERATRIZ NORTE, no bairro Santa Fé, em Porto Alegre, 1 vaga de estacionamento rotativo descoberta, sala, cozinha com balcão de pia, banheiro...",650,230,880,0,40,Avenida Edu Las-Casas, Santa Fé ,Porto Alegre,Zona Norte,2,1,1
"Apartamento térreo com 45m², bem iluminado e arejado, com 02 dormitórios, sala, cozinha com área de serviço e banheiro, piso laminado. Condomínio Com portaria 24hrs, piscina, salão...",1100,305,1405,120,45,Não Informado, Ipanema ,Porto Alegre,Zona Sul,2,1,1
"PLANEJAR IMOVEIS ALUGA: Apartamento 3 dormitórios sendo 1 suíte no bairro Partenon. Semi mobiliado, banheiro social, sala ampla conectada com área e sacada. Cozinha com copa americ...",2300,800,3100,70,72,Rua Professor Cristiano Fischer, Petrópolis ,Porto Alegre,Centro,3,2,1
"Apartamento para Aluguel - Partenon, 2 Quartos, 56 m2. Sobre o imóvel: Imóvel novo sem uso. Piso em todo o apartamento. Móveis sob medido nos 2 banheiros e cozinha. Luminária em to...",1400,500,1900,84,56,Travessa A, Partenon ,Porto Alegre,Zona Sul,2,2,1
"SILVEIRA ALUGA E VENDE - Apartamento com 51 m² de área privativa, com dois dormitórios, sala de estar, cozinha com área de serviço conjugada, banheiro social e uma vaga de estacion...",900,345,1245,50,51,Não Informado, Partenon ,Porto Alegre,Zona Sul,2,1,1
"2 dormitórios sendo 2 suítes, 1 banheiro social, cozinha, área de serviço, dependência empregada, 1 vaga de garagem, jardim, estacionamento, churrasqueira no prédio. Amplo Apto com...",1100,300,1400,85,70,Rua Marechal Mesquita, Teresópolis ,Porto Alegre,Zona Sul,2,1,1
"DORMITORIO(2), BOX COBERTO 0(1), ARMÁRIOS EMBUTIDOS 0, SUÍTE(1), BANHEIRO 0(2), JUNKERS, AREA C/TANQUE, AREA DE SERV, AR CONDICIONADO(3), GAS CENTRAL, AGUA QUENTE, PISO LAMINADO, A...",3100,534,3634,0,90,Avenida Guaporé, Petrópolis ,Porto Alegre,Centro,2,2,2
"Apartamento padrão com 2 dormitórios, sala de estar, banheiro com box de acrilico, cozinha semi mobiliada e área de serviço com tanque. Edifício bem localizado entre a Benjamin Con...",890,230,1120,0,70,Não Informado, São João ,Porto Alegre,Zona Norte,2,1,0
"Apartamento com 02 dormitórios, Living, cozinha e área de serviço. Posição fundos. Condominio com portaria 24 horas, playground, salão de festas.",1100,305,1405,0,57,Não Informado, Jardim Botânico ,Porto Alegre,Zona Leste,2,1,0
"Apartamento para Aluguel - Petrópolis, 2 Quartos, 82 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1600 - Condomínio: R$ 550 - IPTU: R$ 118  Que tal agendar uma visita? Entre em con...",1600,550,2150,118,82,Avenida Coronel Lucas de Oliveira, Petrópolis ,Porto Alegre,Centro,2,2,1
"CERTA ALUGA APARTAMENTO 3 DORMITÓRIOS no Bairro Bom Fim na Rua Garibaldi 1380, amplo imóvel com 165m² de área privativa, ensolarado, com hall, sala c/ sacada, living 2 ambientes, b...",2800,370,3170,222,165,Não Informado, Bom Fim ,Porto Alegre,Centro,3,2,0
"Apartamento 2 dormitórios no bairro Teresópolis com linda vista panorâmica, suíte, living 2 ambientes, sacada com churrasqueira, cozinha americana, banheiro social, uma vaga de gar...",2500,440,2940,125,52,Avenida Arnaldo Bohrer, Teresópolis ,Porto Alegre,Zona Sul,2,2,1
"Apartamento para Aluguel - Sarandi, 3 Quartos, 62 m2. Sobre o imóvel: Apartamento de 3 dormitórios no Bairro Sarandi. 1 suíte. Living para dois ambientes. Cozinha americana. Área d...",1590,400,1990,42,62,Avenida Engenheiro Francisco Rodolfo Simch, Sarandi ,Porto Alegre,Zona Norte,3,2,1
"partamento bairro Lindóia com 2 quartos(1 suite), 2 banheiros 60,93m², com 1 vaga de garagem, 10º andar, sala com cozinha integrada com churrasqueira, área de serviço integrada à c...",3022,0,3022,0,60,Avenida Assis Brasil, Jardim Lindoia ,Porto Alegre,Zona Norte,2,2,1
"Apartamento de 3 dormitórios semi-mobiliado no bairro Chácara das Pedras. O imóvel possui 102m² de área privativa, 3 dormitórios sendo 1 suíte, living em dois ambientes, sacada com...",2650,645,3295,530,103,Rua Matias José Bins, Chácara das Pedras ,Porto Alegre,Zona Leste,3,1,2
"Apartamento 02 dormitórios para alugar no bairro Petropolis em Porto Alegre. Excelente apartamento com aproximadamente 42m² privativos, sendo 02 dormitorios, amplo living com 02 am...",1000,180,1180,50,42,Avenida Protásio Alves, Morro Santana ,Porto Alegre,Zona Leste,2,1,1
